"a_ID","Police_Force.x","a_type.x","a_veh.x","a_cas.x","a_date.x","a_day.x","a_time.x","a_gd1.x","a_gd2.x","LGDNAME.x","a_ctype.x","a_speed.x","a_jdet.x","a_jcont.x","a_pedhum.x","a_pedphys.x","a_light.x","a_weat.x","a_roadsc.x","a_speccs.x","a_chaz.x","a_scene.x","Urban_Rural.x","year.x","X.x","Y.x","CLASS","NAME","ROAD_NUMBE","OA_CODE"
"B1434","Police Service of Northern Ireland",3,2,1,2018-04-02,"MON","55800",333992,375106,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92710484705178,54.6063999025626,"A","YORK STREET","A0002","95GG200003"
"B1702","Police Service of Northern Ireland",3,2,1,2018-04-23,"MON","50520",333806,374759,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.93013940040774,54.6033340460112,"U","DONEGALL STREET","U0620","95GG200003"
"B1794","Police Service of Northern Ireland",3,2,2,2018-04-29,"SUN","78600",334164,375949,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92405962741384,54.6139220761642,"A","YORK STREET","A0002","95GG200003"
"B1818","Police Service of Northern Ireland",3,1,1,2018-05-01,"TUE","55020",333825,374084,"Belfast City",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93015314859816,54.5972693853092,"A","DONEGALL SQUARE WEST","A0001","95GG390015"
"B1864","Police Service of Northern Ireland",3,1,1,2018-05-04,"FRI","41400",333981,374386,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.92760345651743,54.5999392202443,"U","BANK STREET","U0621","95GG200003"
"B1918","Police Service of Northern Ireland",3,2,2,2018-05-07,"MON","75900",334046,375208,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92622318707605,54.6073012685844,"A","CHICHESTER STREET","A0020","95GG350003"
"B1984","Police Service of Northern Ireland",3,2,2,2018-05-11,"FRI","50400",333999,375101,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RURAL","2018",-5.92699887664918,54.6063531619826,"A","YORK STREET","A0002","95GG200003"
"B2016","Police Service of Northern Ireland",3,1,1,2018-05-13,"SUN","51000",333906,374322,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.92879229840714,54.5993845350761,"U","CASTLE LANE","U0624","95GG210002"
"B2048","Police Service of Northern Ireland",3,1,1,2018-05-14,"MON","83580",333803,374296,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93039672828708,54.5991783792123,"U","CHURCH LANE","U0624","95GG210002"
"B2188","Police Service of Northern Ireland",3,2,3,2018-05-22,"TUE","39780",333991,375104,"Belfast City",13,30,6,3,1,1,1,1,1,1,1,1,"URBAN","2018",-5.92712122442555,54.6063822130665,"A","YORK STREET","A0002","95GG200003"
"B22","Police Service of Northern Ireland",3,2,1,2018-01-02,"TUE","67200",334251,373984,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92361239916213,54.5962588056895,"B","NORTH STREET","B0010","95GG390011"
"B2201","Police Service of Northern Ireland",3,1,1,2018-05-23,"WED","31200",333634,374287,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93301389174514,54.599142253221,"U","ROSEMARY STREET","U0620","95GG210002"
"B2208","Police Service of Northern Ireland",3,1,1,2018-05-23,"WED","53700",333991,374020,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.92761578387556,54.5966509073793,"A","WELLINGTON PLACE","A0001","95GG390015"
"B2309","Police Service of Northern Ireland",3,1,1,2018-05-29,"TUE","42900",334167,375427,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.92425184026704,54.6092351891084,"A","YORK STREET","A0002","95GG350001"
"B2369","Police Service of Northern Ireland",3,1,1,2018-06-01,"FRI","42000",333636,373931,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93314491797509,54.5959458212604,"A","YORK STREET","A0002","95GG390015"
"B2511","Police Service of Northern Ireland",3,2,1,2018-06-10,"SUN","39000",333989,374387,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.92747930285513,54.5999460786722,"A","CASTLE STREET","A0501","95GG200003"
"B2752","Police Service of Northern Ireland",3,2,2,2018-06-24,"SUN","5400",333494,374704,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93498902607601,54.6029227335211,"A","MAY STREET","A0020","95GG350004"
"B2765","Police Service of Northern Ireland",3,2,1,2018-06-25,"MON","39600",334215,374620,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92387837822333,54.6019778582634,"A","CHICHESTER STREET","A0020","95GG200003"
"B2783","Police Service of Northern Ireland",3,2,4,2018-06-26,"TUE","69600",334047,375189,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.92621639724963,54.6071304366621,"A","CHICHESTER STREET","A0020","95GG200003"
"B2833","Police Service of Northern Ireland",3,3,4,2018-06-29,"FRI","61200",333838,374088,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.92995033064533,54.5973018555109,"A","DONEGALL SQUARE SOUTH","A0020","95GG390015"
"B3065","Police Service of Northern Ireland",3,3,2,2018-07-17,"TUE","49920",333494,374716,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.9349835710642,54.603030460644,"A","MAY STREET","A0020","95GG350004"
"B3220","Police Service of Northern Ireland",3,1,1,2018-07-28,"SAT","56700",333979,374384,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.92763529319008,54.5999217954768,"U","BANK STREET","U0621","95GG210002"
"B3295","Police Service of Northern Ireland",3,2,1,2018-08-02,"THU","60900",334054,375197,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RURAL","2018",-5.92610449010634,54.6072003989501,"A","CHICHESTER STREET","A0020","95GG200003"
"B3351","Police Service of Northern Ireland",3,2,1,2018-08-08,"WED","26400",333632,373978,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93318538229143,54.5963688089613,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"B3476","Police Service of Northern Ireland",2,2,1,2018-08-16,"THU","64500",333803,374767,"Belfast City",13,20,6,3,1,11,1,1,1,1,1,1,"URBAN","2018",-5.93018214571971,54.6034066574476,"U","DONEGALL STREET","U0620","95GG200003"
"B3490","Police Service of Northern Ireland",3,2,1,2018-08-17,"FRI","61200",333616,374066,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93339273181232,54.5971630335132,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"B3532","Police Service of Northern Ireland",3,2,1,2018-08-20,"MON","61200",334039,375195,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.92633737709302,54.6071864201638,"A","CHICHESTER STREET","A0020","95GG350003"
"B364","Police Service of Northern Ireland",3,1,2,2018-01-22,"MON","44460",333535,373976,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93468599864479,54.5963764644836,"U","UPPER QUEEN STREET","U0624","95GG390012"
"B3658","Police Service of Northern Ireland",3,1,1,2018-08-30,"THU","42300",333566,374152,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93412668931699,54.597948280365,"U","CLARENCE PLACE MEWS","U0624","95GG210002"
"B3675","Police Service of Northern Ireland",3,2,1,2018-08-31,"FRI","40800",334082,374434,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.9260198647307,54.6003433674555,"A","HOWARD STREET","A0001","95GG200003"
"B3728","Police Service of Northern Ireland",3,1,1,2018-09-03,"MON","48000",333708,374076,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93196575184206,54.5972285011191,"U","WILLIAM STREET SOUTH","U0624","95GG390015"
"B3769","Police Service of Northern Ireland",3,1,1,2018-09-06,"THU","36000",333665,373982,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93267335320955,54.5963960010553,"A","WELLINGTON PLACE","A0001","95GG390015"
"B3853","Police Service of Northern Ireland",3,1,1,2018-09-11,"TUE","41100",333676,374072,"Belfast City",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93246233058569,54.5972010479061,"U","WILLIAM STREET SOUTH","U0624","95GG390015"
"B3855","Police Service of Northern Ireland",3,2,1,2018-09-11,"TUE","48600",333535,374067,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93464463449875,54.5971933958413,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"B3868","Police Service of Northern Ireland",3,2,1,2018-09-12,"WED","30900",333520,374151,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93483837288826,54.5979514450944,"U","CLARKES LANE","U0620","95GG390015"
"B3957","Police Service of Northern Ireland",3,1,1,2018-09-17,"MON","25500",333939,373954,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92844984345302,54.5960721784494,"B","NORTH STREET","B0010","95GG390015"
"B4042","Police Service of Northern Ireland",3,2,1,2018-09-21,"FRI","71700",334206,375494,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.92361804719996,54.6098263123907,"A","YORK STREET","A0002","95GG200003"
"B4171","Police Service of Northern Ireland",3,2,5,2018-10-01,"MON","66900",333622,374067,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93329950981633,54.5971704261788,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"B4203","Police Service of Northern Ireland",3,2,1,2018-10-04,"THU","45000",334214,374125,"Belfast City",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92412002915454,54.5975344081996,"A","YORK STREET","A0002","95GG390015"
"B4231","Police Service of Northern Ireland",3,1,2,2018-10-05,"FRI","57000",333732,374077,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.93159422784831,54.5972311351885,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"B4232","Police Service of Northern Ireland",3,1,1,2018-10-05,"FRI","69000",334051,374532,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.9264544677548,54.6012313499988,"U","HILL STREET","U0616","95GG200003"
"B4307","Police Service of Northern Ireland",3,1,1,2018-10-10,"WED","48600",333572,374680,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2018",-5.933793798829,54.6026866886201,"U","MARQUIS STREET","U0621","95GG350004"
"B4382","Police Service of Northern Ireland",3,2,1,2018-10-14,"SUN","55500",333641,375001,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93258074021487,54.605550159564,"U","DONEGALL STREET","U0620","95GG350005"
"B4444","Police Service of Northern Ireland",3,1,1,2018-10-18,"THU","48120",334001,374638,"Belfast City",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92717923607927,54.6021961822585,"U","GRESHAM STREET","U0621","95GG200003"
"B4467","Police Service of Northern Ireland",3,2,1,2018-10-20,"SAT","6600",333804,374745,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.93017670647531,54.6032088938085,"U","DONEGALL STREET","U0620","95GG200003"
"B4472","Police Service of Northern Ireland",3,2,1,2018-10-20,"SAT","41400",333883,374634,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.92900569971456,54.6021915181456,"A","DONEGALL STREET","A0006","95GG200003"
"B4491","Police Service of Northern Ireland",3,1,1,2018-10-21,"SUN","67800",334205,375493,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RURAL","2018",-5.92363397029136,54.6098176005865,"A","YORK STREET","A0002","95GG200003"
"B4520","Police Service of Northern Ireland",3,2,2,2018-10-23,"TUE","42600",334136,374576,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92512004626575,54.6016038156158,"A","WARING STREET",NA,"95GG200003"
"B4551","Police Service of Northern Ireland",3,2,2,2018-10-25,"THU","51300",334173,374474,"Belfast City",2,30,6,3,1,11,1,1,1,1,1,1,"URBAN","2018",-5.92459452127938,54.600678328395,"U","NORTH STREET","U0620","95GG200003"
"B4701","Police Service of Northern Ireland",3,1,1,2018-11-02,"FRI","66600",334228,373982,"Belfast City",2,20,6,3,1,11,4,2,2,1,1,1,"URBAN","2018",-5.92396891032328,54.5962469535527,"A","MAY STREET","A0020","95GG390015"
"B4743","Police Service of Northern Ireland",3,1,1,2018-11-05,"MON","52200",334028,374397,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.9268717145642,54.600025519925,"A","HIGH STREET","A0501","95GG200003"
"B4763","Police Service of Northern Ireland",3,1,1,2018-11-06,"TUE","64200",333638,373922,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93311809041511,54.595864497673,"A","HIGH STREET","A0501","95GG390015"
"B5029","Police Service of Northern Ireland",3,1,1,2018-11-22,"THU","55800",333587,374533,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93362871607639,54.6013630711946,"U","UPPER ARTHUR STREET","U0624","95GG400007"
"B5073","Police Service of Northern Ireland",3,2,1,2018-11-24,"SAT","41400",333934,374469,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RURAL","2018",-5.92829233084323,54.6006967754004,"U","MUSIC HALL LANE","U0624","95GG200003"
"B5135","Police Service of Northern Ireland",3,2,1,2018-11-27,"TUE","76440",333749,374850,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93097937196444,54.6041660494517,"U","DONEGALL STREET","U0620","95GG350004"
"B5219","Police Service of Northern Ireland",2,1,1,2018-12-01,"SAT","82800",333751,374846,"Belfast City",13,30,12,7,1,1,7,5,2,1,1,1,"URBAN","2018",-5.93095026629277,54.6041296116573,"U","DONEGALL STREET","U0620","95GG350004"
"B5282","Police Service of Northern Ireland",3,2,3,2018-12-04,"TUE","63000",334232,374051,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92387554005121,54.5968653196399,"U","EXCHANGE STREET","U0620","95GG390015"
"B5355","Police Service of Northern Ireland",3,2,1,2018-12-07,"FRI","73200",334172,375910,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92395371842264,54.6135698433044,"A","YORK STREET","A0002","95GG200003"
"B5387","Police Service of Northern Ireland",3,2,1,2018-12-09,"SUN","45000",333749,374849,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93097982745015,54.6041570722159,"U","DONEGALL STREET","U0620","95GG350004"
"B5492","Police Service of Northern Ireland",3,1,1,2018-12-14,"FRI","79800",334347,374361,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RURAL","2018",-5.92195574834536,54.5996177263078,"U","ARTHUR STREET","U0624","95GG200003"
"B5517","Police Service of Northern Ireland",3,1,1,2018-12-16,"SUN","17040",334162,374480,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RURAL","2018",-5.92476186732314,54.6007351090186,"U","NORTH STREET","U0620","95GG200003"
"B554","Police Service of Northern Ireland",3,2,1,2018-02-02,"FRI","21600",333916,374326,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.92863585486394,54.5994177970183,"U","CHAPEL LANE","U0621","95GG210002"
"B5802","Police Service of Northern Ireland",3,2,2,2019-01-06,"SUN","52800",333499,374712,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93490807233137,54.6029932320363,"A","MAY STREET","A0020","95GG350004"
"B586","Police Service of Northern Ireland",3,1,1,2018-02-03,"SAT","75600",334010,374605,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RURAL","2018",-5.9270551271591,54.6018975499029,"A","HIGH STREET","A0501","95GG200003"
"B5896","Police Service of Northern Ireland",2,1,1,2019-01-12,"SAT","55800",333740,373977,"Belfast City",2,30,12,7,1,11,2,10,1,1,1,2,"URBAN","2019",-5.93151606313291,54.5963312955697,"A","DONEGALL PLACE","A0006","95GG390015"
"B5941","Police Service of Northern Ireland",3,2,1,2019-01-16,"WED","81300",333638,374992,"Belfast City",13,30,8,3,1,11,4,2,2,1,1,1,"URBAN","2019",-5.93263122960669,54.6054701570385,"U","DONEGALL STREET","U0620","95GG350005"
"B6025","Police Service of Northern Ireland",2,1,1,2019-01-22,"TUE","24960",333622,374078,"Belfast City",13,30,6,3,1,11,1,1,1,1,1,1,"URBAN","2019",-5.93329450636385,54.5972691760309,"U","ROSEMARY STREET","U0620","95GG390015"
"B6069","Police Service of Northern Ireland",3,2,1,2019-01-23,"WED","81900",334046,375209,"Belfast City",13,30,8,3,1,1,7,10,10,1,1,2,"URBAN","2019",-5.92622273049085,54.6073102457886,"A","CHICHESTER STREET","A0020","95GG350003"
"B6224","Police Service of Northern Ireland",3,2,1,2019-02-02,"SAT","77700",333645,374992,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.9325229792978,54.6054683074701,"U","DONEGALL STREET","U0620","95GG350005"
"B6290","Police Service of Northern Ireland",3,2,1,2019-02-07,"THU","57000",333632,374270,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93305254968275,54.5989901681757,"U","ROSEMARY STREET","U0620","95GG210002"
"B6321","Police Service of Northern Ireland",3,1,1,2019-02-09,"SAT","45000",333940,374447,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.92820958876829,54.6004976878712,"U","BANK STREET","U0621","95GG210002"
"B6399","Police Service of Northern Ireland",3,2,1,2019-02-14,"THU","6000",333568,374062,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93413668793784,54.5971397986488,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"B6502","Police Service of Northern Ireland",3,1,1,2019-02-20,"WED","57600",333630,374028,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"URBAN","2019",-5.9331935606141,54.5968182001758,"U","WINETAVERN STREET","U0621","95GG390015"
"B6511","Police Service of Northern Ireland",3,1,1,2019-02-21,"THU","37800",333628,374251,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93312304081198,54.5988206568702,"U","ROSEMARY STREET","U0620","95GG210002"
"B6654","Police Service of Northern Ireland",3,3,1,2019-03-01,"FRI","64500",334080,373966,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.92626440652525,54.5961425598555,"U","LOWER GARFIELD STREET","U0620","95GG390015"
"B6745","Police Service of Northern Ireland",3,2,1,2019-03-08,"FRI","10860",333634,374990,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93269399719253,54.6054532594041,"U","DONEGALL STREET","U0620","95GG350005"
"B7093","Police Service of Northern Ireland",3,2,1,2019-03-29,"FRI","67320",333793,374754,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2019",-5.93034270394728,54.6032925985477,"A","ROYAL AVENUE","A0006","95GG200003"
"B732","Police Service of Northern Ireland",3,1,1,2018-02-12,"MON","28800",333735,374025,"Belfast City",13,30,NA,NA,NA,NA,3,10,NA,NA,NA,2,"URBAN","2018",-5.93157151661392,54.5967635252226,"A","DONEGALL SQUARE SOUTH","A0020","95GG390015"
"B774","Police Service of Northern Ireland",3,2,1,2018-02-15,"THU","4200",333996,373968,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.92756219688753,54.5961827673575,"U","WELLINGTON STREET","U0624","95GG390015"
"B781","Police Service of Northern Ireland",3,2,1,2018-02-15,"THU","44400",333549,373969,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2018",-5.93447272810235,54.596309928465,"U","UPPER QUEEN STREET","U0624","95GG390015"
"B840","Police Service of Northern Ireland",3,2,1,2018-02-19,"MON","55380",334399,373999,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.92131734840331,54.5963541717684,"U","MONTGOMERY STREET","U0624","95GG390013"
"B851","Police Service of Northern Ireland",3,2,2,2018-02-20,"TUE","53100",333494,374717,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"URBAN","2018",-5.93498311647826,54.6030394379041,"A","MAY STREET","A0020","95GG350004"
